nama pengguna,produk,review,rating,waktu transaksi
delisasb,HAPPY JOY SERUM by Camille,"Po 3 hari tapi hari ke 4 sudah sampai pesenannya cepattt pengiriman nya, dapet harga diskon saat live 8.8 dan dapet uang 100 rb di dalam paket nya terimakasih ka nadia🫶🏻",5,2024-08-11 20:07
delisasb,MOON NIGHT CREAM by Camille,"Po 3 hari tapi hari ke 4 sudah sampai pesenannya cepattt pengiriman nya, dapet harga diskon saat live 8.8 dan dapet uang 100 rb di dalam paket nya terimakasih ka nadia🫶🏻",5,2024-08-11 20:07
delisasb,SUNNY DAY CREAM WITH SUNSCREEN by Camille,"Tekstur:mudah di aplikasikan
Efek:untuk kulit
Aroma:wangi

Po 3 hari tapi hari ke 4 sudah sampai pesenannya cepattt pengiriman nya, dapet harga diskon saat live 8.8 dan dapet uang 100 rb di dalam paket nya terimakasih ka nadia🫶🏻",5,2024-08-11 20:07
dewiysntasri04,NEW Camille Beauty Lip Tint,"Tekstur:memuaskan
Cocok untuk:remajaa
Aroma:wangi cake coklat",5,2024-08-11 20:07
ikesrisundarii,NEW Camille Beauty Lip Tint,,5,2024-08-11 20:07
kinanthilaraswati896,Little Pop face mist by Camille,,5,2024-08-11 20:07
asriiklimah,SAY GLOWRY MOISTURIZER by Camille,,5,2024-08-11 20:06
ikesrisundarii,Bundling Skincare Camille Beauty,,5,2024-08-11 20:06
salsadwinovita0305,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 20:06
momy_zamzyn,Little Pop face mist by Camille,,5,2024-08-11 20:06
mutiaranisaaaa_,Bodyscrub Camille 250gr by camille,"Aroma:Super Wangi Sekali
Tekstur:Lembut
Efek:Mencerahkan kulit, melembutkan kulit

Pertama kali coba bnr2 wangi bgt, bikin kulitku bersih, pokonya happy bgt belanja di Camille💖",5,2024-08-11 20:06
d*****i,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 20:05
indraavif_,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 20:05
aizah_97,MOON NIGHT CREAM by Camille,,4,2024-08-11 20:05
aizah_97,Little Pop face mist by Camille,,4,2024-08-11 20:05
nabilakurniasih,Little Pop face mist by Camille,"Aroma:wangi

Pngiiriman cepat ,packing sangat aman..smoga cocok ..pertma kali coba f.mist nya",5,2024-08-11 20:05
ldegsnggey,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,4,2024-08-11 20:05
agghisninurkhabibah,HAPPY JOY SERUM by Camille,,5,2024-08-11 20:05
l*****3,Little Pop face mist by Camille,,5,2024-08-11 20:05
ellydesiana,MOON NIGHT CREAM by Camille,"Baru mau cobaaa, semoga cocok🥰🥰",5,2024-08-11 20:04
delianovitasari16,Little Pop face mist by Camille,,5,2024-08-11 20:04
franzesska,Little Pop face mist by Camille,,5,2024-08-11 20:04
l*****3,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 20:04
restimahira,Little Pop face mist by Camille,,5,2024-08-11 20:04
dianmuthia392,NEW Camille Beauty Lip Tint,,5,2024-08-11 20:03
dianmuthia392,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 20:03
adjie.f,Little Pop face mist by Camille,,1,2024-08-11 20:03
astrijuniati27,ME WITH YOU ESSENCE TONER by Camille,"Tekstur:sangat lembut dan nyaman
Daya Serap:cukup memuaskan
Cocok untuk:segala macam kulit",5,2024-08-11 20:02
fajarpurwatisiwi0902,Bundling Skincare Camille Beauty,,5,2024-08-11 20:02
riaanggrn,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 20:02
riaanggrn,Little Pop face mist by Camille,,5,2024-08-11 20:02
rezqiashop,BEAUTY CHARGE FACIAL CLEANCER,"Tekstur:lembut
Aroma:wangi kaya sabun bayi
Cocok untuk:semua kulit

Hadiah warr dapet potongan diskon + uang jajan🤩🥰
Makasih Camille 🤩🔥",5,2024-08-11 20:02
witasafitri,Daily Set Bundling Camille,,5,2024-08-11 20:01
witasafitri,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 20:01
rifkyates,MOON NIGHT CREAM by Camille,,5,2024-08-11 20:00
putributik99,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 20:00
denuy06,Little Pop face mist by Camille,,5,2024-08-11 20:00
jjkprd55aq,Little Pop face mist by Camille,Efek:ringan di muka,5,2024-08-11 20:00
sa.store16,SUNNY DAY CREAM WITH SUNSCREEN by Camille,Sangat sukaa,5,2024-08-11 20:00
fajarimaduddin459,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 20:00
deniarsih01,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:59
berkahbeauty19_,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:59
m*****a,Little Pop face mist by Camille,,5,2024-08-11 19:58
khoriyatulamazing,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:58
krina755,BEAUTY CHARGE FACIAL CLEANCER,,5,2024-08-11 19:57
krina755,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:57
knz02s_xtt,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:56
knz02s_xtt,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:56
knz02s_xtt,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:56
n*****a,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:56
rismajayatiningsih,Little Pop face mist by Camille,"udah sampe paket akuu, beli 8.8 tapi gada giftnyaaa☹️☹️☹️😭😅",4,2024-08-11 19:56
d*****9,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:56
nia_rohaniah,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:55
aizzaaaa,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:55
indahnew04,ME WITH YOU ESSENCE TONER by Camille,,4,2024-08-11 19:55
7ewo7tsxyi,Daily Set Bundling Camille,"Tekstur:ringan
Cocok untuk:all skin type

Selalu mengejutkan sih dpt harga yg wow bgt",5,2024-08-11 19:55
n*****i,Little Pop face mist by Camille,"Aroma:tidak ada
Tekstur:cair

pengiriman cepat, bagus sekali suka sekaliii",5,2024-08-11 19:55
intanafida.n.s,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:54
intanafida.n.s,Little Pop face mist by Camille,,5,2024-08-11 19:54
intanafida.n.s,HAPPY JOY SERUM by Camille,,5,2024-08-11 19:54
intanafida.n.s,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:53
amalianuraini444,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:53
a*****a,BPOM Camille Product 25gr-65gr (baca deskripsi!!),"Kenyamanan:sangat nyaman ketika diapply ke kulit
Daya Serap:mudah menyerap cairan dengan cepat
Efek:mencerahkan wajah

Pengemasan dan pengiriman cukup cepat. Paket sampai sesuai estimasi. Produk yang dikirimkan sudah sesuai, jumlahnya juga sesuai. Exp masih lama, tidak ada kerusakan karena extra bubblewrap. Terimakasih.",5,2024-08-11 19:53
12iis,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:52
aulia2008_,Daily Set Bundling Camille,Gprnh dpt gift apa2 apalagi uang tunai:(,5,2024-08-11 19:52
kristina3risna,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:52
iqnatia,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:52
k*****7,NEW Camille Beauty Lip Tint,,5,2024-08-11 19:52
miftasayank,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:52
a*****4,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:52
b6do4947bp,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:51
salsabillamajid,Little Pop face mist by Camille,,5,2024-08-11 19:51
s*****1,Little Pop face mist by Camille,,5,2024-08-11 19:51
c*****l,Bundling Package Facemist isi 3,"ga nyangka dapet 20.000 😭😭
udh cocok bgt sama camille pokoknya gokilll",5,2024-08-11 19:51
c*****l,BEAUTY CHARGE FACIAL CLEANCER,"ga nyangka dapet 20.000 😭😭
udh cocok bgt sama camille pokoknya gokilll",5,2024-08-11 19:51
c*****l,BPOM Camille Product 25gr-65gr (baca deskripsi!!),"ga nyangka dapet 20.000 😭😭
udh cocok bgt sama camille pokoknya gokilll",5,2024-08-11 19:51
sipaaat,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:51
derry24,MOON NIGHT CREAM by Camille,Alhamdulillah sudah sampai. Barang bagus. Pengiriman cepat.,5,2024-08-11 19:50
shinta.nurjanah,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:49
shinta.nurjanah,Little Pop face mist by Camille,,5,2024-08-11 19:49
candramega604,Little Pop face mist by Camille,,5,2024-08-11 19:49
hidayatimgl,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:48
hidayatimgl,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:48
feldaaaadani31,Bundling NEW Camille Beauty Lip Tint,"Cocok untuk:bibir
Warna:nude+merah bata
Aroma:wangi bgt

masyaallah tabarakallah dapat biru” dari mamiyaaa🫶",5,2024-08-11 19:47
septyantiramadhany01,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:47
septyantiramadhany01,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:47
septyantiramadhany01,BEAUTY CHARGE FACIAL CLEANCER,,5,2024-08-11 19:47
niellayliyatuszulfa,ME WITH YOU ESSENCE TONER by Camille,,5,2024-08-11 19:46
eviiyuliana574,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:46
eviiyuliana574,Little Pop face mist by Camille,,5,2024-08-11 19:46
60iv28t2eb,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:46
8exeakn72y,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:46
audryameliza,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:46
nzwblbn,SAY GLOWRY MOISTURIZER by Camille,,5,2024-08-11 19:45
nzwblbn,Little Pop face mist by Camille,,5,2024-08-11 19:45
taurusy06,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,4,2024-08-11 19:45
_anahh20,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:45
_anahh20,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:45
sridevi_store,"Bundling Masker 65gr(Str, Cok, Grt) + Fm",,5,2024-08-11 19:44
c*****p,NEW Camille Beauty Lip Tint,Liptint nya keren Parahhhhhhhhhhhhhhh,5,2024-08-11 19:44
c*****p,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:44
putriyuliani919,Bundling Skincare Camille Beauty,,5,2024-08-11 19:44
cisyvaldizsha,Little Pop face mist by Camille,,4,2024-08-11 19:44
auliannisakfadilah,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:43
amalyaaakd,Little Pop face mist by Camille,,5,2024-08-11 19:43
pujasalwa,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:42
aleshakeceh,Little Pop face mist by Camille,,5,2024-08-11 19:42
alhusnabeautycare,Daily Set Bundling Camille,,5,2024-08-11 19:41
viviyuliasari935,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:41
viviyuliasari935,Little Pop face mist by Camille,,5,2024-08-11 19:41
incesmia,Bodyscrub Camille 250gr by camille,,5,2024-08-11 19:41
a*****3,Little Pop face mist by Camille,,5,2024-08-11 19:40
auliamaulidas,NEW Camille Beauty Lip Tint,,5,2024-08-11 19:40
a*****3,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:40
auliamaulidas,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:40
auliamaulidas,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:40
rara_suji,Little Pop face mist by Camille,,5,2024-08-11 19:40
cicimulyani993,BEAUTY CHARGE FACIAL CLEANCER,,5,2024-08-11 19:39
cicimulyani993,HAPPY JOY SERUM by Camille,,5,2024-08-11 19:39
cicimulyani993,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:39
cicimulyani993,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:39
cicimulyani993,Little Pop face mist by Camille,,5,2024-08-11 19:39
cahyakusumaputri03,Little Pop face mist by Camille,,5,2024-08-11 19:39
lusygultom120,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:39
halyzahrw895,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:39
halyzahrw895,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:39
lusygultom120,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:38
dwisetiawan934,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:38
dwisetiawan934,Little Pop face mist by Camille,,4,2024-08-11 19:38
rannygibran,ME WITH YOU ESSENCE TONER by Camille,,5,2024-08-11 19:37
rannygibran,BEAUTY CHARGE FACIAL CLEANCER,,5,2024-08-11 19:37
oqpu3821v_,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:37
rannygibran,HAPPY JOY SERUM by Camille,,5,2024-08-11 19:37
fidelaazizah12,NEW Camille Beauty Lip Tint,,5,2024-08-11 19:37
wzx1bzxn90,Bodyscrub Camille 250gr by camille,,5,2024-08-11 19:37
fipahmbul,Little Pop face mist by Camille,,5,2024-08-11 19:37
c2yilx4ex5,Little Pop face mist by Camille,,5,2024-08-11 19:36
variantika,Daily Set Bundling Camille,,5,2024-08-11 19:36
s*****k,Little Pop face mist by Camille,,5,2024-08-11 19:36
safina029putri,Bundling Skincare Camille Beauty,,5,2024-08-11 19:36
tyassyafitri30,BEAUTY CHARGE FACIAL CLEANCER,,5,2024-08-11 19:36
y*****4,HAPPY JOY SERUM by Camille,,5,2024-08-11 19:36
y*****4,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:36
deffa2110,SAY GLOWRY MOISTURIZER by Camille,,5,2024-08-11 19:35
deffa2110,HAPPY JOY SERUM by Camille,,5,2024-08-11 19:35
theresiawidyaa,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:35
theresiawidyaa,Little Pop face mist by Camille,,5,2024-08-11 19:35
tyassyafitri30,Bundling Package Facemist isi 3,,5,2024-08-11 19:35
8okvu4yyz0,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:34
nurmala754,Bundling NEW Camille Beauty Lip Tint,,5,2024-08-11 19:33
salsamaryamah12,NEW Camille Beauty Lip Tint,lucuuu😭😍,5,2024-08-11 19:33
a*****4,BPOM Camille Product 25gr-65gr (baca deskripsi!!),"Kenyamanan:cukup nyaman untuk pengguna sehari hari
Daya Serap:cepat menyerap tanpa meninggalkan residu
Efek:hidrasi yang efektif di kulit

Maskernya datang sangat cepat semoga cocok, masker camille ini memang wow apalagi aku co yang milk wahh bener bener juga kayaa manfaat",5,2024-08-11 19:33
2cibnctunu,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,4,2024-08-11 19:33
2cibnctunu,Little Pop face mist by Camille,,4,2024-08-11 19:33
d*****8,Little Pop face mist by Camille,,5,2024-08-11 19:33
9b645t127f,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:33
oktaferisandika,Little Pop face mist by Camille,"Aroma:lembut
Efek:kulit tanpak cerah
Tekstur:sangat nyamann

Face mist andalan akuu😍",5,2024-08-11 19:33
rahsuga,NEW Camille Beauty Lip Tint,,5,2024-08-11 19:33
rahsuga,BEAUTY CHARGE FACIAL CLEANCER,,5,2024-08-11 19:33
rahsuga,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:33
p*****3,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:33
uti_akmaliyah,Bundling Package Facemist isi 3,,5,2024-08-11 19:32
harldiian354,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,4,2024-08-11 19:32
harldiian354,Little Pop face mist by Camille,,4,2024-08-11 19:32
elsahsntl_,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:32
elsahsntl_,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:32
s*****6,BPOM Camille Product 25gr-65gr (baca deskripsi!!),"Kenyamanan:ok
Daya Serap:ok
Efek:ok

Baru mau coba produk mami bibuuuu. Semoga cocok yaa. Paket sudah sampai dengan selamat.",5,2024-08-11 19:32
s*****6,Little Pop face mist by Camille,"Aroma:oke
Efek:oke
Tekstur:oke

Baru mau coba produk mami bibuuuu. Semoga cocok yaa. Paket sudah sampai dengan selamat.",5,2024-08-11 19:32
d3difwpj1qt9yx_a3pqw3fk8ceic,Little Pop face mist by Camille,,4,2024-08-11 19:31
dnaalaa,SAY GLOWRY MOISTURIZER by Camille,,5,2024-08-11 19:31
ayusyahputri956,SUNNY DAY CREAM WITH SUNSCREEN by Camille,"Tekstur:lembut
Efek:bikin kulit jadi glowing dan sehat suka bgt sama Camille cocok bgt sama muka aku🥺",5,2024-08-11 19:30
vitahrahmawati,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:30
anatasyaaa18,BPOM Camille Product 25gr-65gr (baca deskripsi!!),BELIII DAH KALO KATA GUA MAH,5,2024-08-11 19:30
anatasyaaa18,Little Pop face mist by Camille,BELII WOI BELII BAGUS BANGETTTT,5,2024-08-11 19:30
fitricahya454,Little Pop face mist by Camille,,4,2024-08-11 19:30
aynara.id,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:30
aynara.id,Little Pop face mist by Camille,,5,2024-08-11 19:30
leninurtarwiyahhh,Bundling NEW Camille Beauty Lip Tint,,5,2024-08-11 19:30
oktaferisandika,SAY GLOWRY MOISTURIZER by Camille,"Tekstur:gell
Daya Serap:cepat
Cocok untuk:cocok bgttt

Secinta itu sama camille🥰",5,2024-08-11 19:30
leninurtarwiyahhh,NEW Camille Beauty Lip Tint,,5,2024-08-11 19:29
leninurtarwiyahhh,Daily Set Bundling Camille,,5,2024-08-11 19:29
harldiian354,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,4,2024-08-11 19:29
roborovski029,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:29
fitrinraisyhh,Little Pop face mist by Camille,,5,2024-08-11 19:29
badriyahpwj,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:28
fitraas149,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:28
fitraas149,"Bundling Masker 65gr(Str, Cok, Grt) + Fm",,5,2024-08-11 19:28
fauziahmaulina123,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:28
damarauliaseptiana,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:28
fiirdafauziah,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,4,2024-08-11 19:27
fiirdafauziah,Little Pop face mist by Camille,,5,2024-08-11 19:27
z*****y,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:26
a*****6,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:26
mirnawati33266,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:26
mirnawati33266,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:26
g*****a,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:26
g*****a,Little Pop face mist by Camille,,5,2024-08-11 19:26
rizkharamadhani,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,3,2024-08-11 19:25
dennyansyah,Little Pop face mist by Camille,,5,2024-08-11 19:25
g*****a,ME WITH YOU ESSENCE TONER by Camille,,5,2024-08-11 19:25
g*****a,Little Pop face mist by Camille,,5,2024-08-11 19:25
richiofillia_,ME WITH YOU ESSENCE TONER by Camille,,5,2024-08-11 19:25
richiofillia_,BEAUTY CHARGE FACIAL CLEANCER,,5,2024-08-11 19:25
richiofillia_,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:25
rizky.pra,Daily Set Bundling Camille,,5,2024-08-11 19:25
rizky.pra,Little Pop face mist by Camille,,5,2024-08-11 19:25
mirnawati33266,HAPPY JOY SERUM by Camille,,5,2024-08-11 19:24
mirnawati33266,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:24
priatamaaiqball,Bundling NEW Camille Beauty Lip Tint,,4,2024-08-11 19:24
bg2px5qkvt,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:23
bg2px5qkvt,Little Pop face mist by Camille,,5,2024-08-11 19:23
dikitiben,BEAUTY CHARGE FACIAL CLEANCER,,5,2024-08-11 19:23
dikitiben,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:23
dikitiben,Little Pop face mist by Camille,,5,2024-08-11 19:23
sitirukoyah18,Little Pop face mist by Camille,,5,2024-08-11 19:23
khopipast,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:23
nikerahmawati962,SUNNY DAY CREAM WITH SUNSCREEN by Camille,Cream yang bagus cocok di kulit muka saya... Pesanan untuk ke sekian kali nya trms owner,5,2024-08-11 19:23
risnaa111225,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:21
dhiyasindy,Little Pop face mist by Camille,,5,2024-08-11 19:21
nuralifatur16,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,4,2024-08-11 19:21
annisajulianingrum215,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:20
karismarisma627,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:20
n*****7,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:20
miasaska,ME WITH YOU ESSENCE TONER by Camille,,5,2024-08-11 19:19
miasaska,SAY GLOWRY MOISTURIZER by Camille,,5,2024-08-11 19:19
miasaska,MOON NIGHT CREAM by Camille,,5,2024-08-11 19:19
amanda.stevani,HAPPY JOY SERUM by Camille,,5,2024-08-11 19:19
amanda.stevani,Little Pop face mist by Camille,,5,2024-08-11 19:19
adivawahyuazzahra,Little Pop face mist by Camille,,5,2024-08-11 19:19
dindasuciana,Little Pop face mist by Camille,,5,2024-08-11 19:19
juliananursin70,Daily Set Bundling Camille,,5,2024-08-11 19:19
dindasuciana,SUNNY DAY CREAM WITH SUNSCREEN by Camille,,5,2024-08-11 19:19
dindasuciana,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:18
zahwafadilah,Bodyscrub Camille 250gr by camille,"Aroma:blm dibuka tp wanginya udh kecium, enakk bgg😙
Tekstur:scrubnya ga kasarrr
Efek:blm cobaa

🫶🏻🫶🏻",5,2024-08-11 19:18
sriie26,Little Pop face mist by Camille,,5,2024-08-11 19:18
v25t_epb1n,BPOM Camille Product 25gr-65gr (baca deskripsi!!),"Kenyamanan:enak dipakai

udah setahun memakai masker ini dan sangat amat cocok diwajah",5,2024-08-11 19:18
nadianurfadilah1310,Little Pop face mist by Camille,,5,2024-08-11 19:18
f*****i,Little Pop face mist by Camille,,5,2024-08-11 19:17
riana_333,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:17
dindazainudin,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:17
madanialfaizah291,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:17
a*****9,Little Pop face mist by Camille,,5,2024-08-11 19:16
devifitriyani04,BPOM Camille Product 25gr-65gr (baca deskripsi!!),,5,2024-08-11 19:16
selvi_ajwah,Little Pop face mist by Camille,,4,2024-08-11 19:16
lindasrirahayu203,Little Pop face mist by Camille,,5,2024-08-11 19:16
widhiyaps,Little Pop face mist by Camille,,5,2024-08-11 19:16
shine_store27,SUNNY DAY CREAM WITH SUNSCREEN by Camille,"Tekstur:ringan & nyaman di apply ke wajah
Efek:cerah
Aroma:wangi

Paketnya udah sampe, aku blm beruntung dapet yg biru biru",5,2024-08-11 19:15
ananurqoyyimah,Little Pop face mist by Camille,,5,2024-08-11 19:15
